id_direccion,id_master,pais,direccion_completa,componente_via,componente_localidad,componente_region
ADR_SESAMA_15121968M_011900_01,SESAMA_15121968M_011900,espana,"Ronda Reforma 1639, Barcelona, Andalucia",Ronda Reforma 1639,Barcelona,Andalucia
ADR_ALPEDI_16081977M_022020_01,ALPEDI_16081977M_022020,espana,"Paseo Reforma 1565, Madrid, Andalucia",Paseo Reforma 1565,Madrid,Andalucia
ADR_MASAMA_23051999F_112021_01,MASAMA_23051999F_112021,espana,"Avenida Norte 4603, Barcelona, Andalucia",Avenida Norte 4603,Barcelona,Andalucia
ADR_CLRUMA_11061995F_032021_01,CLRUMA_11061995F_032021,espana,"Calle Independencia 4741, Madrid, Madrid",Calle Independencia 4741,Madrid,Madrid
ADR_SERUGA_28082015M_082020_01,SERUGA_28082015M_082020,espana,"Avenida Salud 3735, Zaragoza, Valencia",Avenida Salud 3735,Zaragoza,Valencia
ADR_MAFEDI_28021963M_052023_01,MAFEDI_28021963M_052023,espana,"Paseo Independencia 9857, Barcelona, Andalucia",Paseo Independencia 9857,Barcelona,Andalucia
ADR_ANDISA_06041950M_042023_01,ANDISA_06041950M_042023,espana,"Paseo Reforma 6902, Valencia, Cataluna",Paseo Reforma 6902,Valencia,Cataluna
ADR_ALMASA_16011981M_062021_01,ALMASA_16011981M_062021,espana,"Ronda Salud 9201, Sevilla, Valencia",Ronda Salud 9201,Sevilla,Valencia
ADR_NULORU_11051972F_092020_01,NULORU_11051972F_092020,espana,"Calle Sur 3744, Sevilla, Valencia",Calle Sur 3744,Sevilla,Valencia
ADR_ALGOMA_25031939M_022022_01,ALGOMA_25031939M_022022,espana,"Ronda Salud 8425, Sevilla, Madrid",Ronda Salud 8425,Sevilla,Madrid
ADR_MAGARO_02071936M_122022_01,MAGARO_02071936M_122022,espana,"Calle Salud 1221, Zaragoza, Aragon",Calle Salud 1221,Zaragoza,Aragon
ADR_LUMARO_21081936F_012020_01,LUMARO_21081936F_012020,espana,"Avenida Norte 2737, Barcelona, Madrid",Avenida Norte 2737,Barcelona,Madrid
ADR_DAHEDI_23062017M_112023_01,DAHEDI_23062017M_112023,espana,"Paseo Norte 3344, Valencia, Madrid",Paseo Norte 3344,Valencia,Madrid
ADR_DASAXX_12042014M_072023_01,DASAXX_12042014M_072023,espana,"Avenida Norte 7111, Madrid, Cataluna",Avenida Norte 7111,Madrid,Cataluna
ADR_JADIDI_19031964M_092021_01,JADIDI_19031964M_092021,espana,"Paseo Reforma 508, Madrid, Aragon",Paseo Reforma 508,Madrid,Aragon
ADR_DAJIHE_29102015M_052023_01,DAJIHE_29102015M_052023,espana,"Ronda Salud 2239, Sevilla, Andalucia",Ronda Salud 2239,Sevilla,Andalucia
ADR_NUMAHE_18031985F_112020_01,NUMAHE_18031985F_112020,espana,"Avenida Independencia 8445, Zaragoza, Madrid",Avenida Independencia 8445,Zaragoza,Madrid
ADR_LURUDI_01091989F_072023_01,LURUDI_01091989F_072023,espana,"Calle Salud 9838, Valencia, Madrid",Calle Salud 9838,Valencia,Madrid
ADR_DAMADI_23051998M_102023_01,DAMADI_23051998M_102023,espana,"Avenida Reforma 3384, Zaragoza, Andalucia",Avenida Reforma 3384,Zaragoza,Andalucia
ADR_ALMARO_06031972M_022020_01,ALMARO_06031972M_022020,espana,"Avenida Reforma 5409, Madrid, Aragon",Avenida Reforma 5409,Madrid,Aragon
ADR_ISDIRU_22021980F_072022_01,ISDIRU_22021980F_072022,espana,"Avenida Norte 7790, Valencia, Aragon",Avenida Norte 7790,Valencia,Aragon
ADR_PAMARU_10122019M_082021_01,PAMARU_10122019M_082021,espana,"Avenida Sur 9086, Sevilla, Madrid",Avenida Sur 9086,Sevilla,Madrid
ADR_NUMAFE_29072001F_022023_01,NUMAFE_29072001F_022023,espana,"Paseo Salud 1474, Barcelona, Valencia",Paseo Salud 1474,Barcelona,Valencia
ADR_MAFEFE_25052005F_122023_01,MAFEFE_25052005F_122023,espana,"Calle Independencia 2333, Barcelona, Cataluna",Calle Independencia 2333,Barcelona,Cataluna
ADR_PAGORO_25111976M_012022_01,PAGORO_25111976M_012022,espana,"Calle Independencia 8131, Sevilla, Andalucia",Calle Independencia 8131,Sevilla,Andalucia
ADR_CAGOGA_21012017M_122022_01,CAGOGA_21012017M_122022,espana,"Avenida Central 431, Sevilla, Madrid",Avenida Central 431,Sevilla,Madrid
ADR_NUJIMA_19051987F_092020_01,NUJIMA_19051987F_092020,espana,"Paseo Sur 6903, Sevilla, Madrid",Paseo Sur 6903,Sevilla,Madrid
ADR_PAJIHE_22051946M_092022_01,PAJIHE_22051946M_092022,espana,"Calle Sur 7556, Madrid, Aragon",Calle Sur 7556,Madrid,Aragon
ADR_MARUGA_28061982M_112022_01,MARUGA_28061982M_112022,espana,"Avenida Central 5842, Valencia, Valencia",Avenida Central 5842,Valencia,Valencia
ADR_MARULO_14021972F_102020_01,MARULO_14021972F_102020,espana,"Paseo Salud 9377, Madrid, Madrid",Paseo Salud 9377,Madrid,Madrid
ADR_CLLOGA_26112005F_022020_01,CLLOGA_26112005F_022020,espana,"Calle Norte 2644, Sevilla, Aragon",Calle Norte 2644,Sevilla,Aragon
ADR_NUMALO_22091959F_102023_01,NUMALO_22091959F_102023,espana,"Ronda Independencia 6215, Barcelona, Aragon",Ronda Independencia 6215,Barcelona,Aragon
ADR_MIMAPE_27032009M_062020_01,MIMAPE_27032009M_062020,espana,"Calle Central 4581, Sevilla, Valencia",Calle Central 4581,Sevilla,Valencia
ADR_MAROHE_25061995F_112022_01,MAROHE_25061995F_112022,espana,"Paseo Independencia 1988, Barcelona, Madrid",Paseo Independencia 1988,Barcelona,Madrid
ADR_SEROHE_09051984M_062023_01,SEROHE_09051984M_062023,espana,"Paseo Reforma 1214, Zaragoza, Valencia",Paseo Reforma 1214,Zaragoza,Valencia
ADR_NUGAGO_22071962F_112020_01,NUGAGO_22071962F_112020,espana,"Calle Central 4132, Sevilla, Aragon",Calle Central 4132,Sevilla,Aragon
ADR_MIFELO_16121985M_011900_01,MIFELO_16121985M_011900,espana,"Calle Independencia 4739, Madrid, Madrid",Calle Independencia 4739,Madrid,Madrid
ADR_PAFEDI_12041974F_052022_01,PAFEDI_12041974F_052022,espana,"Paseo Independencia 5954, Madrid, Valencia",Paseo Independencia 5954,Madrid,Valencia
ADR_IRGAGO_26041997F_012020_01,IRGAGO_26041997F_012020,espana,"Avenida Salud 4773, Sevilla, Valencia",Avenida Salud 4773,Sevilla,Valencia
ADR_DAJIDI_06021961M_122020_01,DAJIDI_06021961M_122020,espana,"Avenida Independencia 6929, Zaragoza, Valencia",Avenida Independencia 6929,Zaragoza,Valencia
ADR_CLPEGO_03122003F_011900_01,CLPEGO_03122003F_011900,espana,"Calle Independencia 1259, Zaragoza, Cataluna",Calle Independencia 1259,Zaragoza,Cataluna
ADR_IRDIPE_09061963F_062020_01,IRDIPE_09061963F_062020,espana,"Paseo Salud 9760, Sevilla, Valencia",Paseo Salud 9760,Sevilla,Valencia
ADR_MIGOLO_26031936M_052022_01,MIGOLO_26031936M_052022,espana,"Calle Norte 5894, Sevilla, Andalucia",Calle Norte 5894,Sevilla,Andalucia
ADR_MAGORO_03101938F_052021_01,MAGORO_03101938F_052021,espana,"Avenida Norte 1285, Sevilla, Valencia",Avenida Norte 1285,Sevilla,Valencia
ADR_ISDISA_09101976F_122022_01,ISDISA_09101976F_122022,espana,"Avenida Salud 4352, Zaragoza, Valencia",Avenida Salud 4352,Zaragoza,Valencia
ADR_SEGAGA_10072004M_092020_01,SEGAGA_10072004M_092020,espana,"Paseo Salud 9964, Madrid, Valencia",Paseo Salud 9964,Madrid,Valencia
ADR_CAGAHE_28061957M_112021_01,CAGAHE_28061957M_112021,espana,"Calle Sur 6030, Barcelona, Cataluna",Calle Sur 6030,Barcelona,Cataluna
ADR_LUDIFE_19061987F_092023_01,LUDIFE_19061987F_092023,espana,"Calle Independencia 2652, Madrid, Aragon",Calle Independencia 2652,Madrid,Aragon
ADR_ALGOGA_22061989M_072022_01,ALGOGA_22061989M_072022,espana,"Calle Sur 4775, Barcelona, Cataluna",Calle Sur 4775,Barcelona,Cataluna
ADR_MAHERO_16111951F_022023_01,MAHERO_16111951F_022023,espana,"Avenida Independencia 7118, Valencia, Cataluna",Avenida Independencia 7118,Valencia,Cataluna
ADR_RAHEGO_29011984M_022022_01,RAHEGO_29011984M_022022,espana,"Calle Central 1213, Zaragoza, Andalucia",Calle Central 1213,Zaragoza,Andalucia
ADR_IRJIMA_05051972F_122022_01,IRJIMA_05051972F_122022,espana,"Calle Central 4218, Sevilla, Valencia",Calle Central 4218,Sevilla,Valencia
ADR_MARORU_20011990F_022022_01,MARORU_20011990F_022022,espana,"Ronda Salud 8012, Madrid, Cataluna",Ronda Salud 8012,Madrid,Cataluna
ADR_ALLOLO_16121983M_072020_01,ALLOLO_16121983M_072020,espana,"Calle Independencia 9084, Madrid, Cataluna",Calle Independencia 9084,Madrid,Cataluna
ADR_SAMAMA_12071974F_112023_01,SAMAMA_12071974F_112023,espana,"Ronda Central 8807, Madrid, Valencia",Ronda Central 8807,Madrid,Valencia
ADR_CAGAJI_10091981F_032020_01,CAGAJI_10091981F_032020,espana,"Avenida Norte 1588, Madrid, Cataluna",Avenida Norte 1588,Madrid,Cataluna
ADR_LUFEJI_20101965F_052020_01,LUFEJI_20101965F_052020,espana,"Avenida Reforma 8154, Madrid, Valencia",Avenida Reforma 8154,Madrid,Valencia
ADR_ALPESA_18081999M_052020_01,ALPESA_18081999M_052020,espana,"Avenida Central 3123, Madrid, Andalucia",Avenida Central 3123,Madrid,Andalucia
ADR_PASARU_06061965M_012021_01,PASARU_06061965M_012021,espana,"Paseo Salud 3264, Valencia, Aragon",Paseo Salud 3264,Valencia,Aragon
ADR_IRPEGA_01081983F_022023_01,IRPEGA_01081983F_022023,espana,"Avenida Reforma 8233, Zaragoza, Madrid",Avenida Reforma 8233,Zaragoza,Madrid
ADR_NUSAGA_07121983F_032020_01,NUSAGA_07121983F_032020,espana,"Paseo Independencia 9192, Barcelona, Andalucia",Paseo Independencia 9192,Barcelona,Andalucia
ADR_LUFERU_04111994F_012020_01,LUFERU_04111994F_012020,espana,"Ronda Reforma 8011, Barcelona, Madrid",Ronda Reforma 8011,Barcelona,Madrid
ADR_PARORO_11081986M_042023_01,PARORO_11081986M_042023,espana,"Ronda Norte 6542, Barcelona, Cataluna",Ronda Norte 6542,Barcelona,Cataluna
ADR_CAHEJI_28121976M_102023_01,CAHEJI_28121976M_102023,espana,"Avenida Salud 5668, Zaragoza, Madrid",Avenida Salud 5668,Zaragoza,Madrid
ADR_ALFEMA_16031996M_012020_01,ALFEMA_16031996M_012020,espana,"Avenida Sur 7800, Madrid, Valencia",Avenida Sur 7800,Madrid,Valencia
ADR_ELFERU_15111961F_022023_01,ELFERU_15111961F_022023,espana,"Calle Salud 6906, Sevilla, Madrid",Calle Salud 6906,Sevilla,Madrid
ADR_ANJIGA_20072000M_062022_01,ANJIGA_20072000M_062022,espana,"Avenida Independencia 8083, Barcelona, Madrid",Avenida Independencia 8083,Barcelona,Madrid
ADR_SAROLO_03081994F_112023_01,SAROLO_03081994F_112023,espana,"Ronda Central 624, Zaragoza, Valencia",Ronda Central 624,Zaragoza,Valencia
ADR_CLGOHE_14081957F_022020_01,CLGOHE_14081957F_022020,espana,"Paseo Reforma 4730, Sevilla, Aragon",Paseo Reforma 4730,Sevilla,Aragon
ADR_CAMAGO_08061993M_082021_01,CAMAGO_08061993M_082021,espana,"Avenida Reforma 4927, Madrid, Aragon",Avenida Reforma 4927,Madrid,Aragon
ADR_ELRORU_28092015F_072023_01,ELRORU_28092015F_072023,espana,"Calle Independencia 7157, Barcelona, Cataluna",Calle Independencia 7157,Barcelona,Cataluna
ADR_ISROFE_23121991F_012023_01,ISROFE_23121991F_012023,espana,"Avenida Sur 7443, Sevilla, Valencia",Avenida Sur 7443,Sevilla,Valencia
ADR_CXHESA_06101976F_012022_01,CXHESA_06101976F_012022,espana,"Calle Central 3816, Sevilla, Cataluna",Calle Central 3816,Sevilla,Cataluna
ADR_PAPERO_26051978M_032021_01,PAPERO_26051978M_032021,espana,"Calle Reforma 370, Sevilla, Cataluna",Calle Reforma 370,Sevilla,Cataluna
ADR_DAFEMA_20071994M_022023_01,DAFEMA_20071994M_022023,espana,"Avenida Central 8640, Madrid, Madrid",Avenida Central 8640,Madrid,Madrid
ADR_ISDIMA_09091964F_042021_01,ISDIMA_09091964F_042021,espana,"Paseo Independencia 2127, Zaragoza, Andalucia",Paseo Independencia 2127,Zaragoza,Andalucia
ADR_ISDIMA_09091964F_042021_02,ISDIMA_09091964F_042021,espana,"Avenida Norte 1046, Barcelona, Valencia",Avenida Norte 1046,Barcelona,Valencia
ADR_DAPEMA_05091936M_082021_01,DAPEMA_05091936M_082021,espana,"Paseo Reforma 2040, Madrid, Andalucia",Paseo Reforma 2040,Madrid,Andalucia
ADR_ALPEXX_14101956M_022020_01,ALPEXX_14101956M_022020,espana,"Ronda Sur 5917, Valencia, Andalucia",Ronda Sur 5917,Valencia,Andalucia
ADR_CAGAFE_21101954M_022022_01,CAGAFE_21101954M_022022,espana,"Calle Salud 612, Zaragoza, Valencia",Calle Salud 612,Zaragoza,Valencia
ADR_IXPEFE_17061986F_072021_01,IXPEFE_17061986F_072021,espana,"Ronda Salud 7630, Zaragoza, Madrid",Ronda Salud 7630,Zaragoza,Madrid
ADR_MAROSA_05071991F_112023_01,MAROSA_05071991F_112023,espana,"Paseo Central 2528, Valencia, Andalucia",Paseo Central 2528,Valencia,Andalucia
ADR_PAPEXX_08061999F_032021_01,PAPEXX_08061999F_032021,espana,"Paseo Independencia 7375, Zaragoza, Cataluna",Paseo Independencia 7375,Zaragoza,Cataluna
ADR_LUSAGO_23072001F_102022_01,LUSAGO_23072001F_102022,espana,"Calle Sur 3339, Valencia, Cataluna",Calle Sur 3339,Valencia,Cataluna
ADR_MXDIRO_28022005M_092020_01,MXDIRO_28022005M_092020,espana,"Paseo Salud 679, Valencia, Andalucia",Paseo Salud 679,Valencia,Andalucia
ADR_RARUMA_15081996M_032023_01,RARUMA_15081996M_032023,espana,"Calle Independencia 1367, Valencia, Madrid",Calle Independencia 1367,Valencia,Madrid
ADR_ANJIPE_06041957M_012021_01,ANJIPE_06041957M_012021,espana,"Ronda Norte 7167, Zaragoza, Andalucia",Ronda Norte 7167,Zaragoza,Andalucia
ADR_PAGORO_31122003M_082022_01,PAGORO_31122003M_082022,espana,"Calle Norte 8700, Valencia, Valencia",Calle Norte 8700,Valencia,Valencia
ADR_RXMARO_08071988M_072023_01,RXMARO_08071988M_072023,espana,"Ronda Norte 1544, Zaragoza, Cataluna",Ronda Norte 1544,Zaragoza,Cataluna
ADR_JADIRU_27081945M_032023_01,JADIRU_27081945M_032023,espana,"Avenida Independencia 7133, Sevilla, Cataluna",Avenida Independencia 7133,Sevilla,Cataluna
ADR_MAPEFE_15071991F_032021_01,MAPEFE_15071991F_032021,espana,"Ronda Norte 9127, Madrid, Cataluna",Ronda Norte 9127,Madrid,Cataluna
ADR_MALOJI_05111966F_062020_01,MALOJI_05111966F_062020,espana,"Paseo Sur 9095, Madrid, Aragon",Paseo Sur 9095,Madrid,Aragon
ADR_SAHERU_26091986F_032022_01,SAHERU_26091986F_032022,espana,"Paseo Salud 1450, Sevilla, Aragon",Paseo Salud 1450,Sevilla,Aragon
ADR_MAROSA_05091969F_122020_01,MAROSA_05091969F_122020,espana,"Calle Salud 1724, Barcelona, Aragon",Calle Salud 1724,Barcelona,Aragon
ADR_DAMARU_03051992M_062020_01,DAMARU_03051992M_062020,espana,"Ronda Norte 463, Madrid, Valencia",Ronda Norte 463,Madrid,Valencia
ADR_MIGOGO_22041998M_032022_01,MIGOGO_22041998M_032022,espana,"Paseo Reforma 3129, Madrid, Valencia",Paseo Reforma 3129,Madrid,Valencia
ADR_ISGARU_24081994F_082023_01,ISGARU_24081994F_082023,espana,"Paseo Salud 7218, Zaragoza, Cataluna",Paseo Salud 7218,Zaragoza,Cataluna
ADR_LAMASA_12111967F_032023_01,LAMASA_12111967F_032023,espana,"Paseo Central 9549, Zaragoza, Valencia",Paseo Central 9549,Zaragoza,Valencia
ADR_LAGASA_29071940F_052023_01,LAGASA_29071940F_052023,espana,"Paseo Reforma 2477, Sevilla, Aragon",Paseo Reforma 2477,Sevilla,Aragon
ADR_ELFEMA_20072006F_122022_01,ELFEMA_20072006F_122022,espana,"Paseo Salud 8768, Sevilla, Andalucia",Paseo Salud 8768,Sevilla,Andalucia
ADR_SAMAJI_23081949F_112021_01,SAMAJI_23081949F_112021,espana,"Ronda Reforma 2903, Barcelona, Aragon",Ronda Reforma 2903,Barcelona,Aragon
ADR_LUGOMA_13031968F_092023_01,LUGOMA_13031968F_092023,espana,"Paseo Norte 1740, Madrid, Cataluna",Paseo Norte 1740,Madrid,Cataluna
ADR_MIROGA_30011969M_042023_01,MIROGA_30011969M_042023,espana,"Paseo Reforma 3790, Madrid, Madrid",Paseo Reforma 3790,Madrid,Madrid
ADR_SEMALO_04061981M_122023_01,SEMALO_04061981M_122023,espana,"Ronda Sur 9485, Barcelona, Valencia",Ronda Sur 9485,Barcelona,Valencia
ADR_RALORO_28051957M_022020_01,RALORO_28051957M_022020,espana,"Ronda Norte 9259, Valencia, Madrid",Ronda Norte 9259,Valencia,Madrid
ADR_ALROLO_18012024M_082023_01,ALROLO_18012024M_082023,espana,"Ronda Sur 7510, Sevilla, Madrid",Ronda Sur 7510,Sevilla,Madrid
ADR_ALLOSA_10071956M_102022_01,ALLOSA_10071956M_102022,espana,"Ronda Central 1768, Valencia, Cataluna",Ronda Central 1768,Valencia,Cataluna
ADR_DAHESA_11121989M_092020_01,DAHESA_11121989M_092020,espana,"Paseo Salud 2316, Zaragoza, Cataluna",Paseo Salud 2316,Zaragoza,Cataluna
ADR_DAPEGA_02031949M_032023_01,DAPEGA_02031949M_032023,espana,"Paseo Salud 3386, Barcelona, Cataluna",Paseo Salud 3386,Barcelona,Cataluna
ADR_MASAGA_19041977F_072020_01,MASAGA_19041977F_072020,espana,"Ronda Independencia 5596, Sevilla, Madrid",Ronda Independencia 5596,Sevilla,Madrid
ADR_MAMAXX_20021972F_122020_01,MAMAXX_20021972F_122020,espana,"Calle Independencia 8579, Barcelona, Madrid",Calle Independencia 8579,Barcelona,Madrid
ADR_RAJISA_21031964M_072020_01,RAJISA_21031964M_072020,espana,"Ronda Reforma 8670, Valencia, Madrid",Ronda Reforma 8670,Valencia,Madrid
ADR_MILORO_17121948M_012023_01,MILORO_17121948M_012023,espana,"Calle Salud 4713, Sevilla, Aragon",Calle Salud 4713,Sevilla,Aragon
ADR_LUJIGA_09052007F_032023_01,LUJIGA_09052007F_032023,espana,"Calle Independencia 5108, Zaragoza, Cataluna",Calle Independencia 5108,Zaragoza,Cataluna
ADR_DASAPE_05071962M_052022_01,DASAPE_05071962M_052022,espana,"Ronda Central 9914, Madrid, Andalucia",Ronda Central 9914,Madrid,Andalucia
ADR_LXGOHE_20081937F_122020_01,LXGOHE_20081937F_122020,espana,"Ronda Sur 1976, Sevilla, Andalucia",Ronda Sur 1976,Sevilla,Andalucia
ADR_MAROFE_07101982F_072023_01,MAROFE_07101982F_072023,espana,"Calle Reforma 727, Zaragoza, Madrid",Calle Reforma 727,Zaragoza,Madrid
ADR_CAMAHE_26072006F_012023_01,CAMAHE_26072006F_012023,espana,"Ronda Norte 7097, Zaragoza, Aragon",Ronda Norte 7097,Zaragoza,Aragon
ADR_MAMALO_13092024F_082022_01,MAMALO_13092024F_082022,espana,"Ronda Norte 2988, Madrid, Andalucia",Ronda Norte 2988,Madrid,Andalucia
ADR_PARUFE_03081986M_012023_01,PARUFE_03081986M_012023,espana,"Calle Independencia 2047, Sevilla, Madrid",Calle Independencia 2047,Sevilla,Madrid
ADR_ALRURU_22011989M_072021_01,ALRURU_22011989M_072021,espana,"Calle Independencia 5680, Barcelona, Aragon",Calle Independencia 5680,Barcelona,Aragon
ADR_ISGAMA_07101997F_102023_01,ISGAMA_07101997F_102023,espana,"Ronda Norte 8291, Barcelona, Andalucia",Ronda Norte 8291,Barcelona,Andalucia
ADR_RAFEGO_23011987M_062020_01,RAFEGO_23011987M_062020,espana,"Calle Central 1146, Zaragoza, Andalucia",Calle Central 1146,Zaragoza,Andalucia
ADR_MAGADI_26121995F_062020_01,MAGADI_26121995F_062020,espana,"Ronda Norte 3824, Zaragoza, Cataluna",Ronda Norte 3824,Zaragoza,Cataluna
ADR_MIMAGO_10031970M_052023_01,MIMAGO_10031970M_052023,espana,"Paseo Norte 2430, Zaragoza, Valencia",Paseo Norte 2430,Zaragoza,Valencia
ADR_CAPEXX_04041967F_012023_01,CAPEXX_04041967F_012023,espana,"Ronda Sur 9038, Valencia, Andalucia",Ronda Sur 9038,Valencia,Andalucia
ADR_ELGOPE_17041980F_052020_01,ELGOPE_17041980F_052020,espana,"Calle Sur 8446, Madrid, Valencia",Calle Sur 8446,Madrid,Valencia
ADR_SEDIRO_28041995M_062020_01,SEDIRO_28041995M_062020,espana,"Ronda Reforma 9290, Madrid, Valencia",Ronda Reforma 9290,Madrid,Valencia
ADR_ALHEDI_14081957M_052020_01,ALHEDI_14081957M_052020,espana,"Ronda Independencia 6434, Madrid, Aragon",Ronda Independencia 6434,Madrid,Aragon
ADR_RALORU_26012020M_042023_01,RALORU_26012020M_042023,espana,"Avenida Sur 3451, Valencia, Cataluna",Avenida Sur 3451,Valencia,Cataluna
ADR_DAHEDI_09041972M_082023_01,DAHEDI_09041972M_082023,espana,"Ronda Independencia 6240, Barcelona, Madrid",Ronda Independencia 6240,Barcelona,Madrid
ADR_DAGOSA_03051999M_032022_01,DAGOSA_03051999M_032022,espana,"Calle Reforma 6940, Barcelona, Aragon",Calle Reforma 6940,Barcelona,Aragon
ADR_CXRUGO_17081937M_022022_01,CXRUGO_17081937M_022022,espana,"Ronda Independencia 9418, Madrid, Cataluna",Ronda Independencia 9418,Madrid,Cataluna
ADR_MIMAPE_21081994M_102022_01,MIMAPE_21081994M_102022,espana,"Avenida Independencia 4072, Barcelona, Cataluna",Avenida Independencia 4072,Barcelona,Cataluna
ADR_SASALO_02091961F_042020_01,SASALO_02091961F_042020,espana,"Ronda Central 5149, Sevilla, Madrid",Ronda Central 5149,Sevilla,Madrid
ADR_CLROSA_25121974F_022021_01,CLROSA_25121974F_022021,espana,"Ronda Reforma 4977, Madrid, Cataluna",Ronda Reforma 4977,Madrid,Cataluna
ADR_SARULO_19111978F_032020_01,SARULO_19111978F_032020,espana,"Avenida Salud 5802, Zaragoza, Cataluna",Avenida Salud 5802,Zaragoza,Cataluna
ADR_LAPEMA_27121980F_012023_01,LAPEMA_27121980F_012023,espana,"Ronda Reforma 8361, Sevilla, Valencia",Ronda Reforma 8361,Sevilla,Valencia
ADR_ELFEGO_25081955F_072023_01,ELFEGO_25081955F_072023,espana,"Avenida Salud 2382, Barcelona, Andalucia",Avenida Salud 2382,Barcelona,Andalucia
ADR_ANDIGA_13111993M_082021_01,ANDIGA_13111993M_082021,espana,"Ronda Sur 8952, Zaragoza, Cataluna",Ronda Sur 8952,Zaragoza,Cataluna
ADR_MAGODI_16101971F_022020_01,MAGODI_16101971F_022020,espana,"Paseo Central 3930, Zaragoza, Andalucia",Paseo Central 3930,Zaragoza,Andalucia
ADR_CLPEPE_13032001F_082023_01,CLPEPE_13032001F_082023,espana,"Paseo Reforma 9729, Madrid, Valencia",Paseo Reforma 9729,Madrid,Valencia
ADR_RAPEFE_14071977M_052021_01,RAPEFE_14071977M_052021,espana,"Paseo Independencia 4644, Barcelona, Madrid",Paseo Independencia 4644,Barcelona,Madrid
ADR_NUMAPE_13081944F_032020_01,NUMAPE_13081944F_032020,espana,"Paseo Sur 9654, Zaragoza, Valencia",Paseo Sur 9654,Zaragoza,Valencia
ADR_NURORO_21091979F_122020_01,NURORO_21091979F_122020,espana,"Ronda Independencia 9293, Sevilla, Andalucia",Ronda Independencia 9293,Sevilla,Andalucia
ADR_ALGASA_04011996M_072020_01,ALGASA_04011996M_072020,espana,"Calle Salud 3256, Barcelona, Madrid",Calle Salud 3256,Barcelona,Madrid
ADR_LADIMA_26021982F_112020_01,LADIMA_26021982F_112020,espana,"Avenida Salud 6812, Madrid, Aragon",Avenida Salud 6812,Madrid,Aragon
ADR_LASAMA_13021954F_082020_01,LASAMA_13021954F_082020,espana,"Ronda Salud 1667, Barcelona, Madrid",Ronda Salud 1667,Barcelona,Madrid
ADR_CAGOMA_18091991M_052021_01,CAGOMA_18091991M_052021,espana,"Avenida Independencia 9099, Valencia, Andalucia",Avenida Independencia 9099,Valencia,Andalucia
ADR_ALMALO_09031984M_082020_01,ALMALO_09031984M_082020,espana,"Avenida Norte 7225, Zaragoza, Cataluna",Avenida Norte 7225,Zaragoza,Cataluna
ADR_SAGARU_08011993F_052023_01,SAGARU_08011993F_052023,espana,"Paseo Reforma 6454, Zaragoza, Andalucia",Paseo Reforma 6454,Zaragoza,Andalucia
ADR_SAGOHE_22031997F_082022_01,SAGOHE_22031997F_082022,espana,"Ronda Reforma 8231, Barcelona, Cataluna",Ronda Reforma 8231,Barcelona,Cataluna
ADR_ISMASA_23031954F_052023_01,ISMASA_23031954F_052023,espana,"Calle Norte 503, Zaragoza, Madrid",Calle Norte 503,Zaragoza,Madrid
ADR_ISRULO_07112017F_012022_01,ISRULO_07112017F_012022,espana,"Ronda Norte 4448, Madrid, Cataluna",Ronda Norte 4448,Madrid,Cataluna
ADR_LUFEGA_25111976F_082021_01,LUFEGA_25111976F_082021,espana,"Avenida Norte 3405, Barcelona, Andalucia",Avenida Norte 3405,Barcelona,Andalucia
ADR_DAMAPE_30071975M_082023_01,DAMAPE_30071975M_082023,espana,"Calle Reforma 1988, Sevilla, Aragon",Calle Reforma 1988,Sevilla,Aragon
ADR_ANPEFE_13071996M_022023_01,ANPEFE_13071996M_022023,espana,"Paseo Sur 1520, Sevilla, Aragon",Paseo Sur 1520,Sevilla,Aragon
ADR_CLJIRU_14122007F_052023_01,CLJIRU_14122007F_052023,espana,"Paseo Central 6303, Barcelona, Cataluna",Paseo Central 6303,Barcelona,Cataluna
